model;year;engineSize;transmission;mileage;fuelType;tax;mpg;price
1;2016;1.2;1;30000;4;125;54.3;5990
2;2015;1.5;1;69000;1;0;74.3;6490
4;2015;2.0;2;29000;1;145;52.3;12490
1;2016;1.6;1;26000;4;145;47.9;9490
2;2015;0.0;1;40457;1;20;67.3;14300
1;2019;1.0;1;16327;4;145;60.1;12300
4;2019;1.5;1;8579;4;145;39.2;18800
1;2014;1.2;1;62403;4;30;54.3;6000
4;2019;1.5;1;4899;1;145;45.6;17700
1;2018;1.0;1;16373;4;145;65.7;10700
2;2017;2.0;1;31357;4;200;41.5;17000
1;2015;1.2;1;32000;4;125;54.3;4990
1;2015;1.6;1;18000;4;145;47.9;9490
1;2016;1.0;1;32000;4;0;65.7;6990
1;2016;1.0;2;35000;4;0;57.7;7990
1;2016;1.0;1;44000;4;0;65.7;6490
2;2015;2.0;1;50000;1;20;67.3;10490
1;2016;1.2;1;27000;4;125;54.3;6490
2;2017;1.5;1;29000;1;145;74.3;10490
7;2015;2.0;1;38000;1;30;64.2;9490
2;2016;1.5;1;56000;1;0;74.3;6990
1;2017;1.5;1;73000;1;145;78.5;5990
7;2016;2.0;1;69000;1;30;64.2;10490
2;2016;1.5;1;58000;1;0;74.3;7490
2;2015;1.5;1;69000;1;0;74.3;6490
2;2015;2.0;1;47000;4;200;41.5;10990
1;2017;1.0;1;19000;4;0;65.7;7990
15;2014;1.2;1;31935;4;30;57.7;3334
7;2018;2.0;2;28391;1;145;45.6;14399
7;2018;2.0;2;26793;1;145;45.6;14399
1;2013;1.6;1;48258;4;145;47.9;8795
5;2014;1.5;1;29982;4;160;44.8;7747
2;2015;1.6;2;9281;4;160;44.8;9657
10;2016;1.5;1;26297;1;30;64.2;10199
4;2016;2.0;1;28731;1;125;60.1;11999
12;2016;2.0;1;45018;1;125;56.5;15499
1;2018;1.0;1;17000;4;145;65.7;8490
2;2017;2.0;1;23000;1;145;67.3;15490
4;2017;1.5;1;51904;1;30;64.2;12227
2;2014;1.6;1;45918;1;20;67.3;7999
6;2015;1.5;1;34318;1;20;68.9;7999
2;2015;2.0;1;45000;1;20;67.3;11490
7;2015;2.0;1;61000;1;30;62.8;9490
4;2014;2.0;1;50000;1;145;53.3;8990
1;2018;1.1;1;12000;4;145;64.2;8490
1;2017;1.2;1;15000;4;145;54.3;6990
1;2016;1.5;1;68000;1;0;88.3;5490
1;2014;1.0;1;29959;4;0;65.7;7672
2;2018;2.0;1;7918;4;145;41.5;19999
1;2014;1.6;1;58671;4;145;47.9;8449
1;2017;1.5;1;32000;1;0;78.5;9999
1;2014;1.2;1;73000;4;30;54.3;5750
1;2015;1.2;1;45000;4;125;54.3;4990
4;2016;2.0;1;38693;1;125;60.1;11499
13;2016;1.5;1;21471;1;0;74.3;7636
2;2013;1.6;1;70199;1;20;67.3;5939
10;2016;1.5;1;37020;1;30;64.2;9799
13;2016;1.5;1;21091;1;0;74.4;8599
2;2017;1.5;1;22638;4;145;51.4;11748
2;2015;2.0;1;48542;1;20;67.3;12999
7;2015;2.0;2;51438;4;235;38.2;12999
6;2015;2.0;1;38080;1;30;64.2;9546
2;2016;1.5;1;22333;1;0;74.3;9799
2;2013;1.6;2;45194;4;160;44.8;6799
2;2014;1.6;1;53767;1;20;67.3;7096
1;2018;1.0;2;7706;4;145;54.3;12999
1;2011;1.4;1;50234;1;20;68.9;5176
1;2013;1.2;1;32166;4;30;54.3;6412
2;2017;2.0;1;26062;1;145;67.3;17299
4;2015;2.0;1;58150;1;150;54.3;12500
1;2017;1.0;1;34257;4;0;65.7;7800
15;2013;1.2;1;57830;4;30;57.7;3900
1;2014;1.2;1;83780;4;30;54.3;4395
2;2012;1.6;1;73626;1;20;67.3;4795
2;2016;1.5;1;82955;1;0;74.3;7500
2;2012;1.6;1;73913;1;20;67.3;6000
2;2015;1.6;1;29188;1;20;67.3;9800
4;2013;2.0;1;75282;1;200;47.9;9661
1;2017;1.0;1;24983;4;0;65.7;7699
6;2016;1.5;1;17698;1;20;68.9;9999
2;2019;2.0;2;3492;1;145;64.2;18250
2;2019;2.0;2;3220;1;145;64.2;16525
2;2018;1.0;2;9534;4;145;48.7;14525
2;2018;1.0;2;10999;4;145;48.7;14575
2;2018;1.5;2;5675;1;145;67.3;16000
6;2016;1.5;2;44336;1;20;64.2;8899
1;2016;1.0;1;18814;4;20;62.8;9632
1;2017;1.2;1;13080;4;125;54.3;8503
2;2016;1.5;1;71364;1;0;74.3;7842
2;2018;2.0;1;1454;4;145;41.5;18890
2;2019;2.0;2;3305;1;145;64.2;17199
2;2019;2.0;2;4134;1;145;64.2;17999
2;2019;2.0;2;5491;1;145;64.2;17999
2;2019;2.0;1;1986;1;145;62.8;17499
1;2016;1.0;1;19764;4;0;65.7;8439
1;2017;1.0;1;21780;4;0;65.7;8600
1;2018;1.0;1;31824;4;145;65.7;9399
2;2015;1.5;1;40746;1;0;74.3;8495
1;2016;1.0;1;26403;4;0;65.7;10400
4;2019;1.5;1;11448;4;145;34.4;17300
1;2016;1.0;1;29512;4;0;65.7;9500
2;2016;1.5;1;38635;4;0;74.3;11200
1;2016;1.0;1;5765;4;0;65.7;10900
1;2016;1.6;1;18342;4;145;47.9;11400
1;2015;1.0;2;22093;4;0;57.7;9000
2;2017;1.0;2;22008;4;145;51.4;11800
1;2015;1.0;1;26605;4;0;65.7;8100
4;2013;2.0;1;46719;1;145;53.3;9700
1;2018;1.0;1;32139;4;145;65.7;11300
7;2018;2.0;2;17960;1;145;58.9;16800
10;2016;1.5;1;38670;1;30;64.2;9126
2;2016;1.0;1;19276;4;20;60.1;9511
1;2017;1.5;1;16711;1;145;78.5;10780
7;2016;1.5;1;47635;1;0;78.5;10499
1;2017;1.5;1;13146;1;145;88.3;11512
13;2016;1.5;1;12444;1;0;74.4;9189
4;2019;1.5;1;11154;4;145;34.4;16199
16;2012;1.6;1;39653;4;235;39.2;8773
12;2016;2.0;2;40166;1;145;52.3;16999
2;2017;1.0;1;13338;4;145;57.7;13395
1;2014;1.2;1;26219;4;30;54.3;7552
2;2013;1.6;1;69000;1;20;67.3;6190
1;2016;1.0;1;13454;4;0;65.7;9033
12;2016;2.0;1;24886;1;125;56.5;16399
10;2016;2.0;2;19135;1;125;56.5;11499
13;2015;1.6;2;23115;4;160;44.1;8099
6;2016;1.5;1;34000;1;20;68.9;10290
10;2016;1.5;1;36511;1;30;64.2;9999
4;2015;2.0;1;29000;1;145;54.3;13731
15;2011;1.2;1;30475;4;30;57.7;2650
1;2019;1.5;1;7968;4;145;40.3;18917
1;2018;1.0;1;36512;4;145;65.7;8899
1;2016;1.2;1;13838;4;125;54.3;8250
1;2015;1.0;1;37224;4;0;65.7;7250
2;2017;1.0;1;23000;4;145;60.1;10750
1;2009;1.6;1;45000;1;20;67.3;5450
1;2014;1.2;1;40000;4;30;54.3;7999
2;2015;1.5;1;55000;1;0;74.3;7990
1;2012;1.6;1;64000;4;145;48.7;5650
5;2015;1.0;1;41000;4;125;53.3;8450
1;2013;1.0;1;54000;4;0;65.7;6950
4;2016;2.0;1;47000;1;125;60.1;12500
1;2012;1.4;1;74731;4;150;48.7;4500
1;2016;1.0;1;34547;4;0;65.7;7999
7;2005;2.0;1;97000;1;205;48.7;675
2;2012;1.6;1;66100;1;20;67.3;6500
2;2017;1.0;1;21399;4;145;57.7;12128
2;2017;1.0;1;18866;4;145;57.7;12270
4;2014;2.0;1;42021;1;160;47.9;10899
2;2015;1.6;1;30408;1;20;67.3;9495
2;2015;2.0;2;38286;1;30;64.2;10299
4;2019;1.5;1;6134;4;145;39.2;16399
1;2015;1.0;2;5040;4;30;57.7;9299
4;2016;2.0;1;35755;1;125;60.1;12454
1;2016;1.0;1;29368;4;20;62.8;8500
5;2017;1.5;1;15285;4;145;44.8;9399
15;2015;1.2;1;32897;4;30;57.7;4749
10;2016;1.5;1;27169;1;30;64.2;9999
12;2017;2.0;1;16018;1;145;56.5;17999
7;2015;1.5;1;9719;1;0;78.5;11495
2;2013;1.6;1;47738;1;20;67.3;6545
2;2014;1.0;1;20798;4;30;56.5;7499
1;2012;1.4;1;54754;4;145;48.7;5366
4;2016;2.0;1;53592;1;125;60.1;10499
1;2015;1.0;1;46995;4;20;62.8;7812
12;2016;2.0;1;36918;1;125;56.5;17988
10;2016;1.5;2;24087;1;30;58.9;10249
15;2015;1.2;1;22366;4;30;57.7;5192
2;2019;2.0;1;5184;1;145;70.6;18200
2;2019;1.5;1;1388;4;145;51.4;16125
1;2012;1.4;1;66302;4;145;48.7;4699
13;2016;1.5;1;8629;1;0;74.4;8999
1;2013;1.0;1;38766;4;0;65.7;7426
15;2012;1.2;1;19959;4;30;57.7;4195
14;2016;2.0;1;11655;1;160;48.7;19400
6;2016;1.5;1;33092;1;20;68.9;9265
1;2017;1.5;1;19059;1;145;88.3;10399
2;2017;1.5;1;28099;1;0;74.3;10099
10;2016;1.5;1;17621;1;30;64.2;10099
1;2017;1.6;1;13615;4;145;47.9;12299
1;2017;1.0;1;30160;4;0;65.7;9271
4;2017;2.0;2;35167;1;145;54.3;16499
2;2015;1.5;1;33786;1;0;74.3;8225
16;2017;2.0;1;34036;1;125;56.5;17999
2;2011;1.6;2;48370;4;160;44.1;5999
10;2011;1.6;1;48718;4;200;40.9;6499
2;2017;1.5;2;39198;1;145;74.3;9999
1;2014;1.6;1;44663;4;145;47.9;8699
1;2016;1.2;1;12072;4;125;54.3;8099
2;2019;2.0;2;3824;1;145;64.2;17999
10;2016;1.5;1;42619;1;30;64.2;9268
2;2018;1.5;1;11144;1;145;74.3;14650
5;2019;1.5;1;7669;1;145;67.3;13475
2;2016;1.5;1;27343;1;0;74.3;9999
1;2016;1.2;1;24162;4;125;54.3;6789
7;2016;2.0;2;54347;1;125;57.7;10999
7;2015;2.0;1;52352;1;20;68.9;8390
1;2014;1.0;1;8454;4;0;65.7;8466
12;2016;2.0;1;22589;1;125;56.5;15199
2;2017;1.5;1;18153;4;145;51.4;11999
7;2018;2.0;2;28201;1;145;45.6;14399
6;2016;1.5;2;35724;1;20;64.2;9399
16;2017;2.0;1;8204;1;145;56.5;19223
1;2017;1.0;1;42013;4;145;62.8;8699
2;2017;2.0;1;11010;4;145;41.5;18899
2;2017;1.5;1;36013;1;145;74.3;10671
1;2013;1.2;1;35938;4;30;54.3;6799
7;2015;2.0;1;84637;1;20;68.9;8299
1;2015;1.2;1;28329;4;125;54.3;6980
15;2013;1.2;1;45804;4;30;57.7;3820
2;2019;2.0;2;3376;1;145;64.2;18125
2;2019;2.0;1;1291;1;145;62.8;17999
2;2019;1.5;2;4233;1;145;74.3;17850
4;2017;1.5;1;13720;4;145;45.6;15165
4;2016;2.0;1;34879;1;125;60.1;10999
1;2016;1.2;1;15385;4;125;54.3;7599
2;2017;2.0;1;10253;1;20;67.3;15400
2;2017;1.5;1;26549;1;145;74.3;11489
1;2016;1.0;1;29842;4;0;65.7;9643
4;2015;2.0;2;50323;1;145;52.3;10781
2;2017;2.0;1;14584;1;145;67.3;17451
1;2015;1.6;1;58363;4;145;47.9;8524
2;2016;1.5;1;32041;1;0;74.3;9399
15;2015;1.2;1;17398;4;30;57.7;5791
1;2014;1.2;1;32500;4;30;54.3;7432
2;2017;1.5;1;21502;1;145;74.3;11695
2;2017;1.5;1;23765;1;145;74.3;11649
2;2017;1.0;1;22936;4;145;60.1;10752
1;2016;1.6;1;22632;4;145;47.9;10199
2;2017;1.0;1;23077;4;145;60.1;10499
1;2015;1.0;1;49636;4;0;65.7;7499
1;2018;1.1;1;26402;4;145;64.2;9699
1;2014;1.0;1;41217;4;0;65.7;7679
2;2015;1.5;1;28024;1;0;74.3;9799
2;2014;1.6;2;30093;4;160;44.8;7673
7;2018;2.0;2;24842;1;145;45.6;14399
10;2016;1.5;1;29843;1;30;64.2;9999
10;2016;1.5;1;28772;1;30;64.2;9999
1;2014;1.0;1;26513;4;0;65.7;7446
7;2012;2.0;2;28139;1;160;50.4;7499
1;2017;1.5;1;22711;1;145;88.3;9899
1;2015;1.0;1;16925;4;0;65.7;8669
1;2015;1.5;1;43670;1;0;88.3;6799
1;2016;1.2;1;22692;4;125;54.3;7744
4;2014;2.0;1;48739;1;160;47.9;10399
2;2018;1.0;1;14678;4;145;61.4;10798
4;2014;2.0;1;39663;1;145;53.3;9870
10;2016;1.5;1;31860;1;30;64.2;9999
1;2015;1.5;1;11498;1;0;88.3;8284
1;2017;1.0;1;19298;4;145;65.7;7849
2;2017;1.5;1;17315;1;145;74.3;11799
1;2016;1.0;1;12956;4;0;65.7;8284
1;2018;1.0;1;15900;4;145;58.9;12764
1;2015;1.6;2;19581;4;145;47.9;7999
1;2016;1.0;1;12620;4;0;65.7;8574
1;2018;1.1;1;14961;4;145;55.4;9698
1;2017;1.1;1;10729;4;145;64.2;9191
4;2018;2.0;1;19908;1;145;60.1;17923
1;2016;1.2;1;15140;4;125;54.3;7058
2;2015;1.6;2;34808;4;160;44.8;8382
1;2016;1.6;1;19436;4;145;47.9;11499
2;2018;1.0;1;18670;4;145;57.7;12995
2;2017;1.0;1;19337;4;145;60.1;11295
4;2017;1.5;1;26814;4;160;45.6;14250
1;2015;1.0;1;67391;4;0;65.7;6799
4;2016;2.0;1;33338;1;125;60.1;13699
1;2015;1.6;1;37666;4;145;47.9;9880
13;2017;1.0;1;9073;4;30;55.4;9694
2;2019;1.5;1;4945;4;145;50.4;18499
2;2013;1.6;1;56984;1;20;67.3;7182
2;2018;1.0;1;7498;4;145;57.7;14299
1;2017;1.1;1;6238;4;145;64.2;8999
12;2017;2.0;2;10172;1;145;52.3;18499
1;2017;1.1;1;10731;4;145;64.2;8999
6;2013;1.6;1;76156;4;160;42.8;5399
2;2016;1.0;1;20587;4;20;61.4;8490
2;2016;2.0;1;35842;1;20;67.3;13890
4;2015;2.0;2;19673;1;150;52.3;13590
2;2016;2.0;1;31452;1;20;67.3;14690
4;2018;1.5;2;34592;1;145;58.9;12999
4;2016;2.0;1;36061;1;125;60.1;12999
1;2014;1.5;1;30876;1;0;76.4;6499
1;2016;1.2;1;14299;4;125;54.3;7541
1;2018;1.0;1;20257;4;145;65.7;11980
1;2018;1.5;1;25424;1;145;58.9;10999
18;2017;1.5;1;9000;1;145;64.2;24500
1;2018;1.0;1;20528;4;145;56.5;9990
5;2016;1.5;1;16838;4;160;44.8;8690
2;2013;1.6;1;58610;4;145;47.9;5995
7;2002;1.8;1;136784;4;300;36.2;895
1;2015;1.0;1;36236;4;0;65.7;7390
1;2019;1.0;1;10824;4;145;58.9;12790
13;2017;1.0;1;9850;4;145;56.5;9490
1;2017;1.1;1;24003;4;145;64.2;7990
6;2018;1.0;1;8702;4;145;55.4;12699
20;2011;1.6;1;35006;4;200;42.8;3999
4;2017;1.5;1;23452;1;30;64.2;13968
2;2013;1.0;1;40428;4;20;58.9;6143
2;2015;2.0;1;30768;4;200;41.5;12942
13;2015;1.0;1;50123;4;30;55.4;6999
4;2018;1.5;1;11581;4;145;39.2;18328
2;2016;2.0;1;24845;1;20;70.6;11499
1;2013;1.6;1;69078;1;0;85.6;5356
2;2017;1.0;1;17445;4;145;60.1;11899
10;2013;2.0;2;60037;1;160;48.7;6826
2;2019;1.5;2;2594;1;145;67.3;17999
2;2019;2.0;2;1480;1;145;64.2;17999
16;2016;2.0;1;32170;1;125;56.5;14999
2;2015;1.6;2;7802;4;160;44.8;8899
4;2015;2.0;1;13586;1;125;60.1;11589
7;2018;2.0;2;22645;1;145;45.6;14399
14;2018;2.0;2;15471;1;145;48.7;22999
4;2017;2.0;1;19610;1;145;60.1;16499
10;2016;1.5;2;17893;1;30;58.9;10499
4;2017;2.0;1;40860;1;125;60.1;12999
4;2019;1.5;1;13952;1;145;54.3;15541
2;2012;1.6;1;71963;4;145;47.9;5379
1;2015;1.5;1;22501;1;0;78.5;7626
2;2014;1.0;1;48739;4;20;60.1;8483
2;2019;1.5;2;3588;4;145;39.2;18699
2;2019;2.0;2;3720;1;145;64.2;18599
2;2019;1.5;1;4714;1;145;57.7;16999
1;2015;1.0;1;74133;4;0;65.7;6733
2;2017;1.5;1;22111;4;145;50.4;12599
6;2013;1.6;1;29349;4;160;42.8;6526
2;2016;2.0;1;32990;1;20;67.3;14999
2;2018;1.0;1;8666;4;145;57.7;13999
1;2017;1.1;1;7805;4;145;64.2;9999
6;2014;1.6;1;20556;1;30;61.4;8000
10;2016;2.0;2;19525;1;125;56.5;13499
2;2015;1.6;2;18403;4;160;44.8;8350
2;2018;1.5;1;9577;1;145;74.3;16999
2;2019;1.5;2;1821;1;145;74.3;17699
1;2017;1.0;1;22385;4;145;65.7;9899
2;2012;1.6;1;43325;4;145;47.9;7490
1;2009;1.4;1;53583;1;20;67.3;3990
10;2011;1.6;1;64000;4;200;40.9;5490
1;2014;1.5;1;22358;1;0;76.4;7676
12;2016;2.0;1;36932;1;125;56.5;15369
4;2013;2.0;1;50834;1;145;53.3;9218
2;2017;1.5;1;8220;1;0;74.3;12500
1;2015;1.0;1;17164;4;0;65.7;7960
1;2012;1.4;1;28000;4;125;48.7;6490
2;2011;1.6;1;63000;1;20;67.3;5450
7;2009;2.2;1;79000;1;200;44.8;4150
16;2012;2.0;1;75179;1;165;49.6;7990
1;2016;1.0;2;16213;4;0;57.7;8999
7;2015;2.0;1;37406;1;20;68.9;10190
1;2013;1.2;1;39932;4;30;54.3;4940
1;2016;1.2;1;67901;4;125;54.3;6870
1;2015;1.6;1;28088;4;145;47.9;9640
2;2016;1.5;1;48687;1;0;74.3;8940
2;2015;1.0;1;44000;4;20;60.1;7996
13;2013;1.0;1;50174;4;30;55.4;5473
2;2017;1.0;1;23183;4;145;60.1;9699
2;2017;1.5;2;20693;4;145;46.3;12495
1;2018;1.0;1;5612;4;145;65.7;11999
1;2018;1.1;1;9813;4;145;64.2;9999
2;2014;1.6;1;43016;1;20;67.3;7000
16;2016;2.0;1;85259;1;125;56.5;12940
1;2016;1.5;1;75929;1;0;78.5;7989
1;2013;1.6;1;52135;1;0;85.6;5949
7;2016;2.0;1;88393;1;30;64.2;8640
7;2017;2.0;1;51318;1;20;67.3;10440
1;2016;1.5;1;75386;1;0;78.5;6940
1;2018;1.1;1;13614;4;145;64.2;9999
1;2018;1.1;1;2398;4;145;64.2;9299
2;2018;2.0;1;16582;4;145;41.5;15999
5;2016;1.0;1;31530;4;125;53.3;8499
10;2018;1.5;2;1298;1;145;51.4;15999
4;2014;2.0;1;47772;1;145;53.3;8999
2;2017;1.0;1;15555;4;145;58.9;10999
2;2018;1.0;1;10374;4;145;61.4;10999
2;2014;1.6;2;29192;4;160;44.8;8940
2;2014;1.6;1;69000;1;20;67.3;6840
2;2015;1.6;1;78000;1;20;67.3;5750
1;2015;1.0;1;29194;4;0;65.7;8845
1;2014;1.0;1;51438;4;0;65.7;6995
13;2013;1.4;1;62774;4;150;47.1;5495
2;2016;1.5;1;52821;1;0;74.3;8497
2;2016;1.5;1;89827;1;0;74.3;8470
6;2012;1.6;1;87611;4;200;42.8;5270
1;2017;1.5;1;16697;1;0;78.5;9640
1;2014;1.0;1;30000;4;0;65.7;7340
1;2014;1.0;1;32000;4;0;65.7;6940
2;2013;1.0;1;69000;4;30;56.5;5749
2;2017;1.0;2;30452;4;125;51.4;11333
1;2016;1.0;1;27705;4;0;65.7;8795
1;2008;1.6;1;76517;1;150;47.9;3995
7;2016;1.5;1;69778;1;0;74.3;8695
7;2016;2.0;1;79265;1;30;64.2;8995
1;2015;1.0;1;14653;4;0;65.7;8288
7;2015;2.0;1;97000;1;30;65.7;8794
7;2016;2.0;1;112000;1;20;67.3;6993
1;2018;1.0;1;10230;4;145;58.9;11997
5;2017;1.0;1;33866;4;125;52.3;8697
1;2018;1.0;1;28247;4;145;62.8;10497
14;2017;2.0;2;20540;1;160;48.7;19997
2;2016;1.5;1;25286;1;0;74.3;9797
15;2014;1.2;1;49195;4;30;57.7;4490
7;2012;2.0;1;82773;1;145;53.3;4190
13;2015;1.6;2;16796;4;160;44.1;7890
4;2015;2.0;1;59498;1;125;60.1;10488
1;2014;1.0;1;53987;4;0;65.7;6988
5;2016;1.5;1;17543;4;160;44.8;8688
2;2017;1.5;1;37287;1;150;74.3;10990
4;2014;2.0;2;67401;1;205;45.6;9970
16;2017;2.0;3;27503;1;145;52.3;17970
10;2013;2.0;2;47421;1;165;48.7;8470
2;2018;1.5;1;37349;1;150;74.3;11970
2;2019;1.5;2;404;4;145;47.9;15970
16;2016;2.0;3;10121;1;145;52.3;19970
16;2013;1.6;1;99900;1;150;52.3;6470
12;2012;2.0;2;39125;1;200;47.1;10997
1;2017;1.0;1;24138;4;145;62.8;9797
2;2017;1.0;1;12255;4;20;60.1;11797
7;2010;2.0;1;113000;1;160;50.4;3692
7;2017;2.0;1;111000;1;20;67.3;7391
7;2016;2.0;1;127000;1;30;64.2;6991
7;2015;2.0;1;130000;1;20;68.9;6893
7;2010;2.0;1;130000;1;145;53.3;2694
7;2015;2.0;1;90000;1;20;68.9;7991
7;2010;2.0;2;113000;1;165;50.4;3692
4;2015;2.0;1;128000;1;150;54.3;7991
7;2016;2.0;1;132000;1;30;62.8;7992
4;2015;2.0;1;128000;1;145;54.3;7991
7;2015;2.0;1;100000;1;20;68.9;7792
7;2017;2.0;1;114000;1;30;65.7;7793
7;2015;2.0;1;130000;1;30;65.7;6793
7;2014;2.0;1;132000;1;30;61.4;5393
7;2015;2.0;1;142000;1;20;68.9;6391
4;2015;2.0;1;123000;1;125;60.1;7992
7;2015;2.0;1;130000;1;30;65.7;6793
7;2015;2.0;1;110000;1;20;67.3;6391
2;2016;2.0;1;100000;1;20;70.6;7793
4;2017;2.0;1;96000;1;150;54.3;12491
7;2015;2.0;1;138000;1;20;68.9;6793
7;2007;2.2;1;135391;1;205;46.3;1795
1;2015;1.6;1;50460;4;150;47.9;9495
2;2018;2.0;2;19398;1;150;61.4;18490
2;2013;2.0;1;55865;4;235;39.2;10899
1;2011;1.4;1;92737;1;20;68.9;3249
1;2014;1.0;1;41076;4;0;65.7;6949
1;2017;1.0;1;102000;4;150;65.7;7393
2;2016;2.0;1;106000;1;20;70.6;7793
16;2016;2.0;2;117000;1;150;52.3;10792
7;2016;1.5;1;128000;1;0;78.5;7492
7;2015;2.0;1;130000;1;20;68.9;6793
7;2015;2.0;1;100000;1;20;68.9;7792
7;2016;1.5;1;105000;1;0;78.5;7792
1;2007;1.4;1;108475;4;160;45.6;1295
1;2008;1.4;1;118000;1;30;62.8;1495
7;2016;2.0;1;94799;1;30;64.2;8795
7;2015;2.0;1;90000;1;20;68.9;7991
7;2016;2.0;1;108000;1;30;65.7;8793
5;2018;1.0;2;5603;4;145;48.7;15900
1;2014;1.0;1;54486;4;0;65.7;6450
2;2019;1.0;1;3914;4;145;60.1;15500
2;2011;1.6;1;77543;1;20;67.3;4899
15;2011;1.2;1;67532;4;30;57.7;2890
1;2019;1.5;1;12950;1;150;58.9;11990
6;2016;1.5;2;14113;1;20;64.2;9999
2;2018;1.0;2;14952;4;145;51.4;12539
1;2017;1.0;1;17613;4;145;62.8;10069
1;2017;1.0;1;23500;4;20;62.8;9739
2;2018;1.5;1;28568;1;145;74.3;12089
1;2016;1.5;1;13475;1;0;78.5;10399
4;2016;2.0;1;12825;1;125;60.1;12999
16;2017;2.0;1;35369;1;125;56.5;17999
1;2016;1.5;1;25388;1;0;78.5;8240
2;2016;1.0;1;16300;4;20;60.1;10795
7;2016;1.5;1;128000;1;0;78.5;7492
2;2015;1.5;1;114000;1;0;74.3;5492
7;2015;2.0;1;110000;1;20;67.3;6391
4;2017;2.0;1;96000;1;145;54.3;12491
4;2015;2.0;1;109000;1;145;54.3;8391
7;2010;2.0;1;140000;1;145;53.3;3493
7;2016;2.0;1;134000;1;20;67.3;6992
7;2015;2.0;1;138000;1;20;68.9;6793
7;2015;1.5;1;130000;1;0;78.5;5991
4;2013;2.0;2;49372;1;200;45.6;9921
1;2016;1.2;1;17079;4;125;54.3;7548
1;2014;1.0;1;31876;4;0;65.7;7299
1;2015;1.5;1;58592;1;0;78.5;7499
6;2014;1.6;1;39197;1;30;61.4;7470
4;2017;2.0;2;15073;1;145;54.3;18849
1;2017;1.6;1;26570;4;145;47.9;11799
7;2018;2.0;2;34500;1;145;45.6;13999
2;2018;1.5;1;7873;1;145;80.7;15999
2;2016;1.5;1;65920;1;0;74.3;8999
1;2014;1.6;1;45379;4;145;47.9;8649
2;2017;1.0;2;22436;4;145;51.4;11599
7;2015;2.0;1;69894;1;20;68.9;9361
7;2016;1.5;1;65799;1;0;78.5;9362
2;2019;1.5;2;4146;4;145;47.9;18999
2;2016;1.5;1;62664;1;0;74.3;9499
1;2015;1.6;1;29469;4;145;47.9;9999
2;2015;2.0;1;40807;4;200;41.5;13084
7;2016;1.5;1;54955;1;0;78.5;9999
6;2016;1.5;2;11313;1;20;64.2;10999
1;2012;1.6;1;61350;1;0;68.9;4852
4;2019;1.5;1;8978;1;145;45.6;17623
1;2016;1.0;1;19519;4;0;65.7;9907
1;2016;1.0;1;45018;4;0;65.7;7935
1;2018;1.0;1;18639;4;145;62.8;11913
1;2013;1.0;1;41148;4;0;65.7;6913
2;2016;2.0;1;48628;1;20;67.3;13815
1;2017;1.0;1;16613;4;145;62.8;10999
15;2010;1.2;1;33563;4;30;55.4;3995
4;2017;2.0;2;46210;1;145;54.3;15995
2;2015;2.0;1;39772;1;20;67.3;12787
16;2017;2.0;1;35495;1;125;56.5;17999
1;2016;1.0;1;7973;4;0;65.7;8699
1;2016;1.0;1;32780;4;0;65.7;7147
1;2014;1.0;1;42020;4;0;65.7;6934
1;2016;1.0;1;14063;4;0;65.7;9999
1;2013;1.2;1;27550;4;30;54.3;6540
1;2016;1.5;1;19453;1;0;78.5;8244
2;2016;1.5;2;33190;1;20;67.3;9545
2;2016;2.3;1;21000;4;235;36.7;22499
13;2013;1.6;2;32482;4;160;44.1;6992
10;2016;1.5;1;32151;1;30;64.2;9834
2;2017;2.0;1;22431;1;145;67.3;17098
6;2016;1.5;1;22517;1;20;68.9;8599
7;2018;2.0;2;39993;1;145;45.6;13999
13;2013;1.6;2;9595;4;160;44.1;7349
12;2016;2.0;2;33230;1;125;52.3;14331
2;2016;1.5;1;30380;1;0;74.3;9491
5;2016;1.5;1;33196;4;160;44.8;8199
1;2014;1.2;1;46314;4;30;54.3;5899
1;2014;1.2;1;29639;4;30;54.3;7132
1;2017;1.5;1;17468;1;0;78.5;10449
7;2015;2.0;1;32508;1;20;68.9;11275
2;2017;1.5;1;52492;4;145;50.4;12499
1;2016;1.5;1;18328;1;0;88.3;9299
1;2016;1.0;1;32268;4;0;65.7;8105
4;2017;2.0;1;39967;1;145;54.3;16399
1;2017;1.2;1;29435;4;145;54.3;7763
2;2014;2.0;1;40402;4;235;39.2;11318
1;2014;1.0;1;60918;4;0;65.7;6790
2;2019;1.5;2;5310;4;145;46.3;19000
1;2016;1.0;1;22607;4;0;65.7;9995
15;2014;1.2;1;40150;4;30;57.7;3918
1;2014;1.6;1;33872;4;150;47.9;9293
1;2012;1.6;1;41485;1;0;76.4;4431
4;2016;2.0;1;45000;1;125;60.1;13919
1;2018;1.5;1;31620;1;145;58.9;10999
2;2018;1.0;1;15250;4;145;57.7;13449
13;2017;1.4;1;19913;4;145;47.1;8399
2;2017;2.0;1;13000;4;145;41.5;18199
2;2017;1.0;1;26973;4;145;57.7;11999
2;2019;2.0;2;3095;1;145;64.2;18700
1;2016;1.0;1;22502;4;0;65.7;7825
2;2019;1.0;1;1786;4;145;58.9;15510
2;2017;1.0;1;20621;4;145;57.7;12012
5;2017;1.0;1;39888;4;125;52.3;9893
1;2019;1.5;1;20059;4;145;40.3;14652
1;2015;1.5;1;46243;1;0;78.5;7511
